date,01609WAJ1_quantity,01609WAJ1_market_value,037833BA7_quantity,037833BA7_market_value,931142CM3_quantity,931142CM3_market_value,912797HC4_quantity,912797HC4_market_value,912797JA6_quantity,912797JA6_market_value,portfolio_value,daily_yield
2023-09-20,2743.4443429005814,243789.50602112952,2175.3870128107237,169005.15239526896,764.170880823357,105954.92901069485,1319.486599231245,127113.75939785092,3562.2135467485396,354139.2895583305,1000002.6363832748,5.5836169865264296e-05
2023-09-19,2743.4443429005814,243789.50602112952,2175.3870128107237,169005.15239526896,764.170880823357,105954.92901069485,1319.486599231245,126914.79537825027,3562.2135467485396,354282.4203783724,999946.803183716,-0.004823058816434411
2023-09-18,2743.4443429005814,244609.08515588182,2175.3870128107237,171601.4135755821,764.170880823357,106170.49147513763,1319.486599231245,127412.89371849276,3562.2135467485396,354999.09489380574,1004792.9788189,0.0009568518752294253
2023-09-15,2743.4443429005814,244403.87531849887,2175.3870128107237,171125.50185087728,764.170880823357,105847.3581613174,1319.486599231245,127313.09038408312,3562.2135467485396,355142.6341325022,1003832.4598472789,-0.0017823391256929222
2023-09-14,2743.4443429005814,245020.1363462487,2175.3870128107237,171363.24160277596,764.170880823357,105954.92901069485,1319.486599231245,127712.85618749585,3562.2135467485396,355573.66117021255,1005624.8243174279,-0.0028474722175438894
2023-09-13,2743.4443429005814,245432.03112580668,2175.3870128107237,172558.4409788719,764.170880823357,106386.61633307312,1319.486599231245,128114.09866611853,3562.2135467485396,356005.30295047804,1008496.4900543483,0.001011104114711836
2023-09-12,2743.4443429005814,245225.97816961078,2175.3870128107237,172558.4409788719,764.170880823357,106062.64004675484,1319.486599231245,127913.29247408218,3562.2135467485396,355717.4734106093,1007477.825079929,0.00016307408944138402
2023-09-11,2743.4443429005814,245225.97816961078,2175.3870128107237,172558.4409788719,764.170880823357,105954.92901069485,1319.486599231245,127712.85618749585,3562.2135467485396,355861.3539919476,1007313.5583386209,-0.0015156900129393858
2023-09-08,2743.4443429005814,245638.29545072353,2175.3870128107237,172798.78704940624,764.170880823357,106386.61633307312,1319.486599231245,128013.64928579316,3562.2135467485396,356005.30295047804,1008842.6510694742,0.000399577520279637
2023-09-07,2743.4443429005814,245432.03112580668,2175.3870128107237,172558.4409788719,764.170880823357,106386.61633307312,1319.486599231245,127913.29247408218,3562.2135467485396,356149.32032246963,1008439.7012343034,0.004307630318833633
2023-09-06,2743.4443429005814,244609.08515588182,2175.3870128107237,170651.31556373835,764.170880823357,105954.92901069485,1319.486599231245,127612.77652836137,3562.2135467485396,355286.2415673559,1004114.3478260322,-0.0025154112611629476
2023-09-05,2743.4443429005814,245638.29545072353,2175.3870128107237,170414.86730998568,764.170880823357,106386.61633307312,1319.486599231245,127913.29247408218,3562.2135467485396,356293.4061442147,1006646.4777120792,-0.005648624010823
2023-09-01,2743.4443429005814,247088.08392244478,2175.3870128107237,172079.0576408755,764.170880823357,106929.39980165714,1319.486599231245,128819.84402128766,3562.2135467485396,357448.5612712191,1012364.9466574842,-0.006509735520522475
2023-08-31,2743.4443429005814,248548.32247814516,2175.3870128107237,174493.50672553372,764.170880823357,107695.26860904963,1319.486599231245,129733.95375963094,3562.2135467485396,358527.3048814864,1018998.3564538457,0.001396722072194878
2023-08-30,2743.4443429005814,248130.0403546249,2175.3870128107237,174981.69143591385,764.170880823357,107147.50607855368,1319.486599231245,129428.40651790547,3562.2135467485396,357889.43969335314,1017577.084080351,-0.0012548282830456836
2023-08-29,2743.4443429005814,248130.0403546249,2175.3870128107237,176209.96282766265,764.170880823357,107038.38181114929,1319.486599231245,129428.40651790547,3562.2135467485396,358048.78135818406,1018855.5728695265,0.007857132288021651
2023-08-28,2743.4443429005814,246051.45915165628,2175.3870128107237,173280.79235812358,764.170880823357,106820.55984146525,1319.486599231245,128617.73733344891,3562.2135467485396,356142.1493844623,1010912.6980691563,0.0027827045417569973
2023-08-25,2743.4443429005814,245638.29545072353,2175.3870128107237,172558.4409788719,764.170880823357,106603.30523619331,1319.486599231245,128114.09866611853,3562.2135467485396,355193.2926050364,1008107.4329369437,-0.00036820152292704744
2023-08-24,2743.4443429005814,245844.77138052462,2175.3870128107237,171840.01863308196,764.170880823357,106494.89017554856,1319.486599231245,128315.27550220232,3562.2135467485396,355983.8006595142,1008478.7563508716,-0.002408569717262443
2023-08-23,2743.4443429005814,246465.4711650872,2175.3870128107237,172558.4409788719,764.170880823357,106711.86172229334,1319.486599231245,128718.74406872563,3562.2135467485396,356459.09432916145,1010913.6122641395,0.00933650471806069
2023-08-22,2743.4443429005814,243789.50602112952,2175.3870128107237,170414.86730998568,764.170880823357,105739.92729330972,1319.486599231245,127213.37897440065,3562.2135467485396,354404.839480497,1001562.5190793227,0.0029853397387429315
2023-08-21,2743.4443429005814,243585.13554620952,2175.3870128107237,167379.7500027593,764.170880823357,105525.48468178636,1319.486599231245,127213.37897440065,3562.2135467485396,354877.66509568447,998581.4143008403,-0.0050525839736031974
2023-08-18,2743.4443429005814,245020.1363462487,2175.3870128107237,168306.0261062622,764.170880823357,106170.49147513763,1319.486599231245,128013.64928579316,3562.2135467485396,356142.1493844623,1003652.452597904,-7.441535736441018e-05
2023-08-17,2743.4443429005814,244814.50542011557,2175.3870128107237,169943.25629935507,764.170880823357,105847.3581613174,1319.486599231245,127612.77652836137,3562.2135467485396,355509.2489029694,1003727.1453121188,-0.0002580843551831524
2023-08-16,2743.4443429005814,245020.1363462487,2175.3870128107237,169473.35359518108,764.170880823357,106170.49147513763,1319.486599231245,127813.02813870888,3562.2135467485396,355509.2489029694,1003986.2584582458,-0.006578967464776819
2023-08-14,2743.4443429005814,246672.79588167745,2175.3870128107237,172318.53146638934,764.170880823357,106603.30523619331,1319.486599231245,128581.46760834141,3562.2135467485396,356459.09432916145,1010635.1945217629,-0.0028808257062555853
2023-08-11,2743.4443429005814,247296.04772260078,2175.3870128107237,173178.96394814088,764.170880823357,106929.39980165714,1319.486599231245,128897.75591361203,3562.2135467485396,357252.9026361777,1013555.0700221885,-0.004087719651669541
2023-08-10,2743.4443429005814,248548.32247814516,2175.3870128107237,173424.03803549017,764.170880823357,107256.7728128162,1319.486599231245,129639.33465200789,3562.2135467485396,358846.73648481636,1017715.2044632758,-0.007043084122533072
2023-08-09,2743.4443429005814,250230.06787006833,2175.3870128107237,175899.95671310488,764.170880823357,107915.37676547864,1319.486599231245,130600.1913495983,3562.2135467485396,360288.3074437617,1024933.9001420119,0.0031445797815341514
2023-08-08,2743.4443429005814,250230.06787006833,2175.3870128107237,172690.17700358204,764.170880823357,107805.25082348486,1319.486599231245,130385.94484700188,3562.2135467485396,360609.5763457942,1021721.0168899314,0.0025627314744658403
2023-08-07,2743.4443429005814,249387.4679390455,2175.3870128107237,173178.96394814088,764.170880823357,107256.7728128162,1319.486599231245,129639.33465200789,3562.2135467485396,359646.7740246095,1019109.31337662,-0.002725866132030408
2023-08-04,2743.4443429005814,249808.33512963235,2175.3870128107237,174408.8934748364,764.170880823357,107805.25082348486,1319.486599231245,130065.35059117737,3562.2135467485396,359807.0319522326,1021894.8619713635,0.009678496875051179
2023-08-03,2743.4443429005814,247296.04772260078,2175.3870128107237,172203.19887491319,764.170880823357,106711.86172229334,1319.486599231245,128476.24154697303,3562.2135467485396,357411.9125559828,1012099.2624227632,-0.007802266568329386
2023-08-02,2743.4443429005814,249177.35832056002,2175.3870128107237,175401.0882720772,764.170880823357,107366.18222321609,1319.486599231245,129745.68434500782,3562.2135467485396,358367.71390422795,1020058.0270650891,-0.0027872718584175393
2023-08-01,2743.4443429005814,250019.0931850991,2175.3870128107237,176651.74445686527,764.170880823357,107805.25082348486,1319.486599231245,130065.35059117737,3562.2135467485396,358367.71390422795,1022909.1529608546,-0.0068059229887721395
2023-07-31,2743.4443429005814,251500.47879399225,2175.3870128107237,179701.20423141375,764.170880823357,108468.16979591965,1319.486599231245,130922.3387648241,3562.2135467485396,359326.50873377855,1029918.7003199283,-0.0003636364433938777
2023-07-28,2743.4443429005814,251288.19923153176,2175.3870128107237,179958.41499600818,764.170880823357,108690.30052232558,1319.486599231245,131029.92904665077,3562.2135467485396,359326.50873377855,1030293.3525302948,0.0029526895761777805
2023-07-27,2743.4443429005814,250230.06787006833,2175.3870128107237,179701.20423141375,764.170880823357,108468.16979591965,1319.486599231245,130493.01632640006,3562.2135467485396,358367.71390422795,1027260.1721280297,-0.007976886748346623
2023-07-26,2743.4443429005814,252138.62845345598,2175.3870128107237,181251.68545961933,764.170880823357,109248.17606887742,1319.486599231245,132111.5745967857,3562.2135467485396,360770.33651441394,1035520.4010931524,0.0030009119779212945
2023-07-25,2743.4443429005814,251288.19923153176,2175.3870128107237,180732.9300052272,764.170880823357,109024.58785325398,1319.486599231245,131569.4439257574,3562.2135467485396,359807.0319522326,1032422.1929680029,-0.0017925933366749192
2023-07-24,2743.4443429005814,251500.47879399225,2175.3870128107237,181511.78978806303,764.170880823357,109024.58785325398,1319.486599231245,132111.5745967857,3562.2135467485396,360127.7986134517,1034276.2296455468,-0.0014221571137614797
2023-07-21,2743.4443429005814,251925.6931603897,2175.3870128107237,181251.68545961933,764.170880823357,109472.35028834577,1319.486599231245,132329.16235513517,3562.2135467485396,360770.33651441394,1035749.227777904,0.0006226546532388522
2023-07-20,2743.4443429005814,251712.97668880568,2175.3870128107237,180992.0658623583,764.170880823357,109248.17606887742,1319.486599231245,132220.3158310527,3562.2135467485396,360931.1805594191,1035104.7150105132,-0.007199618395157703
2023-07-19,2743.4443429005814,253635.32312307507,2175.3870128107237,183082.65088251935,764.170880823357,110035.3609522733,1319.486599231245,133313.53732966195,3562.2135467485396,362544.2449012922,1042611.1171888218,0.003563702106013533
2023-07-18,2743.4443429005814,252565.15648432254,2175.3870128107237,181772.3798408837,764.170880823357,109584.6576890588,1319.486599231245,132765.60355457626,3562.2135467485396,362220.95829873945,1038908.7558675807,0.0024386078118927568
2023-07-17,2743.4443429005814,252138.62845345598,2175.3870128107237,180216.10555778633,764.170880823357,109472.35028834577,1319.486599231245,132656.33476844904,3562.2135467485396,361898.0089530706,1036381.4280211078,-0.000477151414699839
2023-07-14,2743.4443429005814,252138.62845345598,2175.3870128107237,181251.68545961933,764.170880823357,109472.35028834577,1319.486599231245,132438.11427919002,3562.2135467485396,361575.39647424495,1036876.174954856,-0.0051568115849390805
2023-07-13,2743.4443429005814,253850.0178324588,2175.3870128107237,182033.45661341227,764.170880823357,109809.71415454088,1319.486599231245,133203.73822554585,3562.2135467485396,363353.9394706292,1042250.866296587,0.007420899809921888
2023-07-12,2743.4443429005814,251500.47879399225,2175.3870128107237,180732.9300052272,764.170880823357,109136.30881831983,1319.486599231245,132111.5745967857,3562.2135467485396,361092.1085293334,1034573.4007436583,0.01080010005035259
2023-07-11,2743.4443429005814,248757.78583093407,2175.3870128107237,177660.6736017985,764.170880823357,108025.64664632424,1319.486599231245,130707.47002482034,3562.2135467485396,358367.71390422795,1023519.290008105,0.0012581644412135162
2023-07-10,2743.4443429005814,248130.0403546249,2175.3870128107237,177155.2707732702,764.170880823357,108246.61907143265,1319.486599231245,130493.01632640006,3562.2135467485396,358208.2060791402,1022233.152604868,0.004889076552951455
2023-07-07,2743.4443429005814,247088.08392244478,2175.3870128107237,175899.95671310488,764.170880823357,107695.26860904963,1319.486599231245,129958.69220714491,3562.2135467485396,356617.6906442347,1017259.6920959789,-0.009328856281612286
2023-07-05,2743.4443429005814,249177.35832056002,2175.3870128107237,179958.41499600818,764.170880823357,108357.32203997254,1319.486599231245,131137.62341459148,3562.2135467485396,358208.2060791402,1026838.9248502724,-0.004805311109822186
2023-07-03,2743.4443429005814,250019.0931850991,2175.3870128107237,181251.68545961933,764.170880823357,109248.17606887742,1319.486599231245,132111.5745967857,3562.2135467485396,359166.5012740396,1031797.0305844212,-0.0016994531344084463
2023-06-30,2743.4443429005814,250864.2941274343,2175.3870128107237,180992.0658623583,764.170880823357,108913.01295863985,1319.486599231245,132656.33476844904,3562.2135467485396,360127.7986134517,1033553.5063303332,0.0013692870226571507
2023-06-29,2743.4443429005814,250230.06787006833,2175.3870128107237,180474.27689930092,764.170880823357,109248.17606887742,1319.486599231245,132220.3158310527,3562.2135467485396,359967.37346573325,1032140.2101350327,-0.0080745936453539
2023-06-28,2743.4443429005814,252351.78281300273,2175.3870128107237,182033.45661341227,764.170880823357,109697.11223886853,1319.486599231245,133753.79882940467,3562.2135467485396,362706.0147959228,1040542.165290611,0.003314764481385568
2023-06-27,2743.4443429005814,251500.47879399225,2175.3870128107237,181251.68545961933,764.170880823357,109360.18982030985,1319.486599231245,133094.04540705343,3562.2135467485396,361898.0089530706,1037104.4084340455,-0.004213326691387631
2023-06-26,2743.4443429005814,252351.78281300273,2175.3870128107237,182819.61723481648,764.170880823357,109809.71415454088,1319.486599231245,133643.57346896548,3562.2135467485396,362867.869151262,1041492.5568225876,0.000493971816150518
2023-06-23,2743.4443429005814,251712.97668880568,2175.3870128107237,183874.70623295644,764.170880823357,109584.6576890588,1319.486599231245,133423.44283066195,3562.2135467485396,362382.55941850896,1040978.3428599918,0.0037186996681497497
2023-06-22,2743.4443429005814,251076.13775729208,2175.3870128107237,182295.0211031313,764.170880823357,109248.17606887742,1319.486599231245,132765.60355457626,3562.2135467485396,361736.6606296603,1037121.5991135375,-0.005815218415001988
2023-06-21,2743.4443429005814,252565.15648432254,2175.3870128107237,184139.71285375077,764.170880823357,109809.71415454088,1319.486599231245,133643.57346896548,3562.2135467485396,363029.8080162051,1043187.9649777848,0.0018396134818627896
2023-06-20,2743.4443429005814,252351.78281300273,2175.3870128107237,182819.61723481648,764.170880823357,109809.71415454088,1319.486599231245,133423.44283066195,3562.2135467485396,362867.869151262,1041272.4261842842,0.0020467957579477503
2023-06-16,2743.4443429005814,251712.97668880568,2175.3870128107237,182819.61723481648,764.170880823357,109136.30881831983,1319.486599231245,133094.04540705343,3562.2135467485396,362382.55941850896,1039145.5075675044,-0.0031031139654332796
2023-06-15,2743.4443429005814,252351.78281300273,2175.3870128107237,183346.17625889063,764.170880823357,109360.18982030985,1319.486599231245,133643.57346896548,3562.2135467485396,363678.4095509624,1042380.1319121311,0.00701593190354477
2023-06-14,2743.4443429005814,250441.25942694172,2175.3870128107237,182295.0211031313,764.170880823357,108690.30052232558,1319.486599231245,132438.11427919002,3562.2135467485396,361253.12047271366,1035117.8158043022,0.003142669459236247
