"Date","Price","Open","High","Low","Change %"
"03/29/2020","142.818","142.689","142.818","142.689","0.27%"
"03/27/2020","142.439","139.995","142.439","139.975","2.21%"
"03/26/2020","139.364","136.871","139.951","136.255","2.61%"
"03/25/2020","135.817","136.087","137.374","135.740","-0.28%"
"03/24/2020","136.192","137.064","137.186","135.537","-1.05%"
"03/23/2020","137.640","136.304","138.388","135.352","1.03%"
"03/22/2020","136.237","136.304","136.359","136.237","0.54%"
"03/20/2020","135.510","134.056","139.079","132.891","1.05%"
"03/19/2020","134.100","136.194","139.918","133.495","-2.29%"
"03/18/2020","137.244","145.276","145.415","136.190","-4.67%"
"03/17/2020","143.969","149.574","149.934","143.635","-4.25%"
"03/16/2020","150.357","156.225","156.613","149.980","-3.16%"
"03/15/2020","155.260","156.225","156.225","155.260","3.37%"
"03/13/2020","150.198","151.731","151.731","147.558","-0.86%"
"03/12/2020","151.498","153.159","155.135","150.197","0.08%"
"03/11/2020","151.370","155.902","156.838","150.456","-1.62%"
"03/10/2020","153.859","156.345","157.537","153.478","-2.35%"
"03/09/2020","157.564","162.761","167.878","156.811","-3.21%"
"03/08/2020","162.797","162.761","162.867","162.694","3.13%"
"03/06/2020","157.862","158.444","162.210","157.555","0.84%"
"03/05/2020","156.553","155.041","157.386","154.991","1.43%"
"03/04/2020","154.345","155.917","156.780","154.219","-0.87%"
"03/03/2020","155.692","153.646","156.878","152.702","1.61%"
"03/02/2020","153.231","154.160","155.456","153.006","-0.99%"
"03/01/2020","154.766","154.160","154.766","154.160","0.97%"
"02/28/2020","153.284","153.562","155.867","152.764","0.00%"
"02/27/2020","153.278","154.413","155.705","153.205","-0.55%"
"02/26/2020","154.122","153.581","154.717","153.377","0.16%"
"02/25/2020","153.879","153.072","154.633","152.927","0.15%"
"02/24/2020","153.645","152.446","154.550","152.446","0.79%"
"02/23/2020","152.446","152.446","152.446","152.446","0.02%"
"02/21/2020","152.413","151.957","153.003","151.911","0.55%"
"02/20/2020","151.577","151.027","151.701","150.971","0.42%"
"02/19/2020","150.949","152.782","153.196","150.909","-1.30%"
"02/18/2020","152.936","152.346","153.355","152.346","0.36%"
"02/17/2020","152.390","152.346","152.390","152.346","0.03%"
"02/16/2020","152.346","152.346","152.346","152.346","-0.03%"
"02/14/2020","152.388","151.924","152.623","151.865","0.42%"
"02/13/2020","151.754","151.864","152.453","151.567","0.27%"
"02/12/2020","151.339","151.678","151.802","151.278","-0.40%"
"02/11/2020","151.947","152.298","152.430","151.918","-0.45%"
"02/10/2020","152.627","152.689","152.972","152.002","0.02%"
"02/09/2020","152.602","152.689","152.689","152.534","0.18%"
"02/07/2020","152.329","151.356","152.478","151.322","0.78%"
"02/06/2020","151.156","150.821","151.239","150.424","0.14%"
"02/05/2020","150.944","152.084","152.391","150.805","-0.61%"
"02/04/2020","151.877","152.535","152.557","151.163","-0.58%"
"02/03/2020","152.767","152.801","152.894","151.939","0.12%"
"02/02/2020","152.581","152.801","152.801","152.516","-0.28%"
"01/31/2020","153.011","151.734","153.049","151.603","0.91%"
"01/30/2020","151.630","151.987","152.637","151.603","-0.20%"
"01/29/2020","151.931","150.397","151.931","150.368","1.00%"
"01/28/2020","150.431","151.564","152.116","150.431","-0.62%"
"01/27/2020","151.374","150.864","151.629","150.594","0.41%"
"01/26/2020","150.760","150.864","150.864","150.760","0.50%"
"01/24/2020","150.009","149.161","150.299","148.652","0.54%"
"01/23/2020","149.210","148.575","149.309","148.575","0.60%"
"01/22/2020","148.324","147.946","148.535","147.863","0.09%"
"01/21/2020","148.192","147.077","148.328","147.077","0.64%"
"01/20/2020","147.248","147.077","147.272","147.077","0.12%"
"01/19/2020","147.077","147.077","147.077","147.077","-0.13%"
"01/17/2020","147.269","147.238","147.471","146.801","-0.26%"
"01/16/2020","147.653","147.924","148.169","147.495","-0.29%"
"01/15/2020","148.076","147.587","148.144","147.587","0.36%"
"01/14/2020","147.543","146.771","147.543","146.727","0.42%"
"01/13/2020","146.921","147.291","147.291","146.741","-0.25%"
"01/12/2020","147.291","147.291","147.291","147.291","-0.07%"
"01/10/2020","147.401","146.448","147.427","146.426","0.50%"
"01/09/2020","146.671","146.542","146.758","145.836","0.30%"
"01/08/2020","146.228","147.809","148.057","146.200","-0.79%"
"01/07/2020","147.396","147.373","147.704","147.141","-0.08%"
"01/06/2020","147.514","148.313","148.473","147.431","-0.44%"
"01/05/2020","148.162","148.313","148.339","148.162","0.13%"
"01/03/2020","147.965","147.185","148.005","147.126","1.02%"
"01/02/2020","146.471","145.779","146.766","145.139","0.47%"
"01/01/2020","145.779","145.779","145.779","145.779","0.12%"
"12/31/2019","145.601","146.309","146.373","145.561","-0.52%"
"12/30/2019","146.359","146.611","146.611","145.415","-0.09%"
"12/29/2019","146.495","146.611","146.611","146.495","-0.06%"
"12/27/2019","146.582","146.308","146.724","146.199","0.13%"
"12/26/2019","146.394","146.131","146.397","145.908","0.18%"
"12/25/2019","146.131","146.131","146.131","146.131","-0.06%"
"12/24/2019","146.223","145.971","146.244","145.448","0.28%"
"12/23/2019","145.810","146.023","146.438","145.595","-0.20%"
"12/22/2019","146.098","146.023","146.134","146.023","0.06%"
"12/20/2019","146.010","145.824","146.053","145.472","0.09%"
"12/19/2019","145.882","146.193","146.299","145.397","-0.04%"
"12/18/2019","145.941","146.714","146.976","145.764","-0.59%"
"12/17/2019","146.810","146.968","147.224","146.472","-0.08%"
"12/16/2019","146.921","148.071","148.149","146.502","-0.73%"
"12/15/2019","147.998","148.071","148.100","147.987","-0.16%"
"12/13/2019","148.242","146.607","148.398","146.607","0.82%"
"12/12/2019","147.042","148.117","148.349","146.052","-0.83%"
"12/11/2019","148.267","147.575","148.433","147.461","0.56%"
"12/10/2019","147.446","146.925","147.467","146.528","0.34%"
"12/09/2019","146.951","146.561","147.146","146.507","0.24%"
"12/08/2019","146.597","146.561","146.605","146.532","0.06%"
"12/06/2019","146.512","147.315","147.444","146.199","-0.40%"
"12/05/2019","147.098","147.896","147.977","146.893","-0.39%"
"12/04/2019","147.675","147.662","148.079","146.465","-0.10%"
"12/03/2019","147.819","145.892","148.198","145.522","1.27%"
"12/02/2019","145.962","146.318","146.339","145.365","-0.21%"
"12/01/2019","146.263","146.318","146.318","146.263","-0.46%"
"11/29/2019","146.942","147.120","147.273","146.590","0.02%"
"11/28/2019","146.918","147.120","147.120","146.884","-0.15%"
"11/27/2019","147.146","147.354","147.552","146.880","-0.24%"
"11/26/2019","147.505","147.070","147.680","147.044","0.16%"
"11/25/2019","147.268","146.783","147.268","146.529","0.37%"
"11/24/2019","146.718","146.783","146.783","146.718","-0.12%"
"11/22/2019","146.894","146.750","147.309","146.623","0.10%"
"11/21/2019","146.745","147.595","147.595","146.539","-0.34%"
"11/20/2019","147.249","147.065","147.531","146.954","0.48%"
"11/19/2019","146.551","146.132","146.745","145.827","0.38%"
"11/18/2019","146.000","145.847","146.330","145.333","0.06%"
"11/17/2019","145.912","145.847","145.955","145.847","0.13%"
"11/15/2019","145.718","145.493","145.986","145.365","-0.13%"
"11/14/2019","145.902","146.141","147.380","145.874","0.01%"
"11/13/2019","145.893","145.294","146.348","145.266","0.86%"
"11/12/2019","144.647","144.165","144.963","143.794","0.31%"
"11/11/2019","144.196","144.165","144.196","144.165","0.02%"
"11/10/2019","144.165","144.165","144.165","144.165","0.14%"
"11/08/2019","143.965","145.064","145.358","143.965","-0.50%"
"11/07/2019","144.690","146.280","146.301","143.480","-0.79%"
"11/06/2019","145.841","145.636","146.224","145.430","0.29%"
"11/05/2019","145.415","146.430","146.430","145.148","-0.89%"
"11/04/2019","146.724","147.727","147.727","146.514","-0.68%"
"11/03/2019","147.727","147.727","147.727","147.727","-0.20%"
"11/01/2019","148.026","148.257","148.593","147.472","-0.30%"
"10/31/2019","148.476","146.834","148.568","146.715","1.07%"
"10/30/2019","146.907","145.852","146.960","145.564","0.86%"
"10/29/2019","145.660","145.356","145.983","145.279","0.06%"
"10/28/2019","145.573","145.923","145.985","144.962","-0.28%"
"10/27/2019","145.985","145.923","145.985","145.923","-0.04%"
"10/25/2019","146.047","146.807","146.859","145.914","-0.34%"
"10/24/2019","146.550","146.700","147.198","146.477","-0.08%"
"10/23/2019","146.673","147.146","147.531","146.626","-0.15%"
"10/22/2019","146.899","145.870","146.972","145.870","0.81%"
"10/21/2019","145.720","146.662","146.688","145.720","-0.63%"
"10/20/2019","146.641","146.662","146.688","146.641","0.03%"
"10/18/2019","146.590","146.801","147.004","146.263","-0.11%"
"10/17/2019","146.757","146.804","146.975","145.802","-0.02%"
"10/16/2019","146.789","146.737","147.204","146.405","0.21%"
"10/15/2019","146.487","144.871","147.540","144.718","0.59%"
"10/14/2019","145.631","144.871","145.631","144.871","0.52%"
"10/13/2019","144.871","144.871","144.871","144.871","-0.23%"
"10/11/2019","145.201","146.134","146.609","144.705","-0.64%"
"10/10/2019","146.141","148.664","148.664","146.083","-1.59%"
"10/09/2019","148.507","149.695","149.695","148.499","-0.90%"
"10/08/2019","149.851","149.110","150.256","148.821","0.33%"
"10/07/2019","149.363","150.916","151.208","149.342","-1.11%"
"10/06/2019","151.032","150.916","151.049","150.916","0.12%"
"10/04/2019","150.855","150.552","151.135","150.391","0.12%"
"10/03/2019","150.671","149.695","150.965","149.625","0.76%"
"10/02/2019","149.530","150.786","150.786","149.015","-1.05%"
"10/01/2019","151.122","149.432","151.181","148.190","0.90%"
"09/30/2019","149.777","149.430","149.807","148.934","0.21%"
"09/29/2019","149.470","149.430","149.515","149.430","0.01%"
"09/27/2019","149.452","149.225","149.673","148.749","0.14%"
"09/26/2019","149.249","148.016","149.285","147.763","1.25%"
"09/25/2019","147.406","149.262","149.262","147.406","-1.05%"
"09/24/2019","148.964","148.464","149.353","147.809","0.43%"
"09/23/2019","148.328","147.803","149.364","147.577","0.36%"
"09/22/2019","147.803","147.803","147.803","147.803","-0.44%"
"09/20/2019","148.451","147.423","148.486","147.064","0.85%"
"09/19/2019","147.202","146.909","147.819","146.901","0.20%"
"09/18/2019","146.914","146.592","147.799","146.568","0.18%"
"09/17/2019","146.649","146.346","146.913","145.964","0.46%"
"09/16/2019","145.975","144.921","146.498","144.921","0.73%"
"09/15/2019","144.921","144.921","144.921","144.921","-0.26%"
"09/13/2019","145.303","147.365","147.393","145.238","-1.49%"
"09/12/2019","147.496","147.440","148.926","146.679","-0.06%"
"09/11/2019","147.583","148.123","148.288","147.472","0.43%"
"09/10/2019","146.958","148.650","149.244","146.948","-1.28%"
"09/09/2019","148.860","150.620","150.620","148.858","-1.09%"
"09/08/2019","150.504","150.620","150.620","150.504","-0.10%"
"09/06/2019","150.651","150.179","150.909","149.678","0.19%"
"09/05/2019","150.368","151.217","151.665","149.915","-1.57%"
"09/04/2019","152.768","152.865","153.168","152.348","-0.19%"
"09/03/2019","153.056","152.419","153.729","151.820","0.26%"
"09/02/2019","152.652","152.419","152.652","152.419","0.15%"
"09/01/2019","152.419","152.419","152.419","152.419","-0.11%"
"08/30/2019","152.583","152.196","152.673","151.727","-0.03%"
"08/29/2019","152.633","153.449","153.505","151.835","-0.34%"
"08/28/2019","153.156","153.065","153.642","152.778","0.11%"
"08/27/2019","152.990","150.622","152.990","150.622","1.73%"
"08/26/2019","150.390","151.510","152.225","150.256","-0.64%"
"08/25/2019","151.360","151.510","151.510","151.360","0.53%"
"08/23/2019","150.564","149.385","152.019","148.993","0.41%"
"08/22/2019","149.955","150.815","151.246","149.875","-1.33%"
"08/21/2019","151.971","152.349","152.858","151.754","-0.51%"
"08/20/2019","152.748","151.932","152.836","151.847","0.68%"
"08/19/2019","151.720","152.176","152.427","151.235","-0.22%"
"08/18/2019","152.050","152.176","152.198","152.050","-0.34%"
"08/16/2019","152.576","153.424","153.432","152.259","-0.92%"
"08/15/2019","153.999","153.069","154.195","152.410","0.94%"
"08/14/2019","152.562","150.469","152.618","150.377","1.64%"
"08/13/2019","150.099","150.805","151.450","150.054","-0.61%"
"08/12/2019","151.027","149.045","151.144","149.045","1.33%"
"08/11/2019","149.045","149.045","149.045","149.045","0.14%"
"08/09/2019","148.832","149.564","149.982","148.813","-0.31%"
"08/08/2019","149.294","148.861","149.418","147.981","0.11%"
"08/07/2019","149.137","149.834","151.461","148.975","-0.04%"
"08/06/2019","149.203","148.896","149.355","148.028","0.14%"
"08/05/2019","148.996","146.638","149.147","146.638","1.55%"
"08/04/2019","146.722","146.638","146.722","146.638","-0.04%"
"08/02/2019","146.784","145.925","146.892","145.862","0.81%"
"08/01/2019","145.609","143.600","146.054","143.198","1.12%"
"07/31/2019","143.992","143.063","144.008","142.931","0.69%"
"07/30/2019","143.005","142.892","143.230","142.772","0.10%"
"07/29/2019","142.868","142.852","143.164","142.789","-0.05%"
"07/28/2019","142.945","142.852","142.945","142.852","0.14%"
"07/26/2019","142.747","140.701","142.747","140.387","1.63%"
"07/25/2019","140.452","141.004","141.593","140.132","-0.41%"
"07/24/2019","141.030","140.497","141.110","140.489","0.41%"
"07/23/2019","140.455","140.952","141.151","140.399","-0.44%"
"07/22/2019","141.078","140.948","141.504","140.846","0.06%"
"07/21/2019","140.987","140.948","141.026","140.948","0.04%"
"07/19/2019","140.933","141.242","141.296","140.929","-0.32%"
"07/18/2019","141.384","141.260","141.482","140.677","0.06%"
"07/17/2019","141.300","140.348","141.300","140.175","0.76%"
"07/16/2019","140.239","140.476","140.510","139.682","-0.14%"
"07/15/2019","140.436","140.111","140.488","139.535","0.23%"
"07/14/2019","140.111","140.111","140.111","140.111","0.21%"
"07/12/2019","139.819","139.807","140.059","139.436","0.20%"
"07/11/2019","139.546","142.086","142.089","139.546","-1.56%"
"07/10/2019","141.754","141.736","142.174","141.110","-0.10%"
"07/09/2019","141.894","142.363","142.479","141.894","-0.25%"
"07/08/2019","142.244","142.300","142.731","142.175","-0.13%"
"07/07/2019","142.426","142.300","142.426","142.300","0.13%"
"07/05/2019","142.234","143.471","143.684","141.620","-0.97%"
"07/04/2019","143.623","143.471","143.623","143.471","0.09%"
"07/03/2019","143.496","143.345","143.611","143.092","0.33%"
"07/02/2019","143.020","142.336","143.020","142.208","0.67%"
"07/01/2019","142.065","141.971","142.525","141.761","0.02%"
"06/30/2019","142.043","141.971","142.043","141.971","-0.31%"
"06/28/2019","142.486","142.421","142.630","142.152","0.03%"
"06/27/2019","142.444","141.572","142.576","141.566","0.46%"
"06/26/2019","141.788","139.782","141.856","139.125","1.21%"
"06/25/2019","140.086","138.587","140.116","138.458","1.13%"
"06/24/2019","138.526","137.869","138.534","137.745","0.55%"
"06/23/2019","137.775","137.869","137.869","137.745","-0.05%"
"06/21/2019","137.847","138.873","138.977","137.717","-0.51%"
"06/20/2019","138.558","139.366","139.366","138.476","0.04%"
"06/19/2019","138.505","138.021","138.549","137.581","0.25%"
"06/18/2019","138.157","137.698","138.753","137.698","0.40%"
"06/17/2019","137.608","137.538","137.766","137.160","0.25%"
"06/16/2019","137.267","137.538","137.538","137.267","-0.24%"
"06/14/2019","137.591","137.566","137.964","137.309","0.10%"
"06/13/2019","137.456","137.381","137.525","137.052","0.28%"
"06/12/2019","137.066","136.900","137.304","136.822","0.16%"
"06/11/2019","136.844","136.621","136.915","136.297","0.08%"
"06/10/2019","136.737","137.263","137.393","136.696","-0.48%"
"06/09/2019","137.393","137.263","137.393","137.263","-0.26%"
"06/07/2019","137.758","137.044","138.036","136.941","0.47%"
"06/06/2019","137.108","136.916","137.661","136.906","0.22%"
"06/05/2019","136.806","137.144","137.601","136.728","-0.30%"
"06/04/2019","137.212","137.870","137.974","136.966","-0.68%"
"06/03/2019","138.150","137.406","138.298","137.265","0.57%"
"06/02/2019","137.372","137.406","137.442","137.372","0.02%"
"05/31/2019","137.348","136.373","137.390","136.373","0.97%"
"05/30/2019","136.024","135.503","136.061","135.147","0.39%"
"05/29/2019","135.502","135.682","136.224","135.451","0.10%"
"05/28/2019","135.367","134.447","135.435","134.447","0.36%"
"05/27/2019","134.877","134.447","134.948","134.447","0.32%"
"05/26/2019","134.447","134.447","134.447","134.447","-0.15%"
"05/24/2019","134.648","134.441","134.699","134.357","0.10%"
"05/23/2019","134.508","133.631","134.948","133.589","0.67%"
"05/22/2019","133.619","132.881","133.619","132.881","0.53%"
"05/21/2019","132.920","133.158","133.328","132.722","-0.18%"
"05/20/2019","133.162","133.373","133.678","133.162","-0.14%"
"05/19/2019","133.350","133.373","133.373","133.299","-0.11%"
"05/17/2019","133.493","133.270","133.892","133.245","0.06%"
"05/16/2019","133.407","133.592","133.814","133.172","-0.08%"
"05/15/2019","133.512","133.072","133.803","132.994","0.35%"
"05/14/2019","133.043","133.674","133.859","132.861","-0.62%"
"05/13/2019","133.869","132.509","133.969","132.509","0.82%"
"05/12/2019","132.782","132.856","132.856","132.768","0.41%"
"05/10/2019","132.235","132.423","132.869","132.228","-0.47%"
"05/09/2019","132.865","132.678","133.233","132.570","0.59%"
"05/08/2019","132.092","133.004","133.481","132.092","-0.40%"
"05/07/2019","132.628","132.965","133.536","132.488","-0.06%"
"05/06/2019","132.709","132.423","133.050","132.423","0.22%"
"05/05/2019","132.423","132.423","132.423","132.423","-0.05%"
"05/03/2019","132.485","132.259","132.599","132.081","0.14%"
"05/02/2019","132.295","132.602","132.764","132.069","-0.32%"
"05/01/2019","132.726","132.499","133.132","132.466","0.14%"
"04/30/2019","132.535","132.421","132.551","132.018","0.18%"
"04/29/2019","132.295","132.608","133.025","132.053","-0.24%"
"04/28/2019","132.608","132.608","132.608","132.608","-0.04%"
"04/26/2019","132.655","132.428","132.915","132.380","0.13%"
"04/25/2019","132.480","132.286","132.496","131.947","0.14%"
"04/24/2019","132.296","131.651","132.296","131.651","0.56%"
"04/23/2019","131.558","132.138","132.267","131.526","-0.39%"
"04/22/2019","132.077","131.940","132.093","131.401","0.26%"
"04/21/2019","131.738","131.835","131.835","131.738","-0.15%"
"04/19/2019","131.940","131.940","131.940","131.940","0.00%"
"04/18/2019","131.935","132.177","132.533","131.854","-0.06%"
"04/17/2019","132.019","132.067","132.374","131.906","-0.12%"
"04/16/2019","132.178","132.664","132.680","132.137","-0.32%"
"04/15/2019","132.602","132.181","132.732","132.084","0.28%"
"04/14/2019","132.229","132.181","132.246","132.181","0.02%"
"04/12/2019","132.201","131.991","132.249","131.267","0.17%"
"04/11/2019","131.978","132.609","132.641","131.817","-0.57%"
"04/10/2019","132.732","132.165","132.732","131.971","0.50%"
"04/09/2019","132.071","131.893","132.297","131.732","0.16%"
"04/08/2019","131.864","132.333","132.495","131.800","-0.38%"
"04/07/2019","132.365","132.333","132.365","132.300","0.00%"
"04/05/2019","132.368","131.738","132.384","131.513","0.32%"
"04/04/2019","131.951","131.757","132.048","131.677","0.16%"
"04/03/2019","131.734","132.267","132.364","131.734","-0.70%"
"04/02/2019","132.659","132.692","132.838","132.383","0.17%"
"04/01/2019","132.435","133.299","133.413","132.338","-0.61%"
"03/31/2019","133.250","133.299","133.315","133.250","-0.31%"
"03/29/2019","133.663","133.400","133.778","133.089","0.15%"
"03/28/2019","133.469","133.748","133.781","133.354","0.02%"
"03/27/2019","133.443","133.344","134.133","133.164","0.17%"
"03/26/2019","133.217","133.086","133.462","132.727","-0.11%"
"03/25/2019","133.367","133.154","133.909","132.633","0.09%"
"03/24/2019","133.252","133.154","133.269","133.154","0.02%"
"03/22/2019","133.223","131.198","133.321","131.150","1.60%"
"03/21/2019","131.121","130.706","131.185","130.658","0.30%"
"03/20/2019","130.730","129.603","130.762","129.540","0.97%"
"03/19/2019","129.480","129.732","129.843","129.165","-0.15%"
"03/18/2019","129.672","129.688","129.798","129.451","-0.04%"
"03/17/2019","129.719","129.688","129.719","129.672","-0.01%"
"03/15/2019","129.738","130.340","130.947","129.501","-0.48%"
"03/14/2019","130.359","130.678","130.870","130.296","-0.32%"
"03/13/2019","130.783","128.758","130.975","128.461","1.48%"
"03/12/2019","128.870","127.485","128.933","127.254","0.85%"
"03/11/2019","127.782","128.186","128.264","127.689","-0.38%"
"03/10/2019","128.264","128.186","128.264","128.186","0.07%"
"03/08/2019","128.173","127.815","128.313","127.630","0.28%"
"03/07/2019","127.818","127.354","127.973","127.292","0.40%"
"03/06/2019","127.315","127.392","127.702","127.192","0.03%"
"03/05/2019","127.271","127.148","127.287","126.887","0.11%"
"03/04/2019","127.135","126.353","127.212","126.337","0.60%"
"03/03/2019","126.383","126.353","126.383","126.337","-0.04%"
"03/01/2019","126.432","126.677","126.707","125.959","-0.22%"
"02/28/2019","126.710","127.542","127.774","126.419","-0.54%"
"02/27/2019","127.395","128.217","128.311","127.271","-0.73%"
"02/26/2019","128.332","128.410","128.535","128.083","0.18%"
"02/25/2019","128.103","127.953","128.119","127.544","0.17%"
"02/24/2019","127.885","127.953","127.953","127.885","-0.10%"
"02/22/2019","128.012","128.075","128.746","127.935","0.03%"
"02/21/2019","127.968","128.452","128.546","127.751","-0.53%"
"02/20/2019","128.648","129.862","130.004","128.569","-0.95%"
"02/19/2019","129.880","128.970","129.880","128.854","0.69%"
"02/18/2019","128.995","128.970","128.995","128.970","0.02%"
"02/17/2019","128.970","128.970","128.970","128.970","-0.03%"
"02/15/2019","129.014","128.684","129.014","128.278","0.31%"
"02/14/2019","128.609","128.408","129.042","128.248","0.22%"
"02/13/2019","128.331","128.431","128.592","128.223","-0.14%"
"02/12/2019","128.512","128.541","128.652","128.279","-0.29%"
"02/11/2019","128.880","129.599","129.599","128.693","-0.55%"
"02/10/2019","129.599","129.599","129.599","129.599","0.01%"
"02/08/2019","129.583","129.398","129.646","129.222","0.33%"
"02/07/2019","129.152","128.538","129.233","128.459","0.57%"
"02/06/2019","128.414","128.757","129.801","128.382","-0.23%"
"02/05/2019","128.709","128.603","129.087","128.305","0.15%"
"02/04/2019","128.511","128.471","128.623","127.846","-0.01%"
"02/03/2019","128.518","128.471","128.565","128.471","-0.02%"
"02/01/2019","128.541","128.894","129.144","128.384","-0.37%"
"01/31/2019","129.020","128.416","129.130","128.399","0.42%"
"01/30/2019","128.484","127.737","128.497","127.532","0.49%"
"01/29/2019","127.855","128.287","128.497","127.641","-0.29%"
"01/28/2019","128.228","127.547","128.458","127.377","0.48%"
"01/27/2019","127.612","127.547","127.612","127.547","0.09%"
"01/25/2019","127.503","127.701","127.703","127.274","-0.28%"
"01/24/2019","127.862","127.545","128.134","127.499","0.34%"
"01/23/2019","127.423","126.651","127.592","126.207","0.55%"
"01/22/2019","126.732","125.151","126.874","125.146","1.25%"
"01/21/2019","125.171","125.151","125.171","125.151","0.02%"
"01/20/2019","125.151","125.151","125.151","125.151","0.06%"
"01/18/2019","125.072","126.407","126.469","125.041","-1.04%"
"01/17/2019","126.381","126.152","126.706","125.946","0.35%"
"01/16/2019","125.938","125.934","126.134","125.478","0.00%"
"01/15/2019","125.935","126.310","126.728","125.873","-0.37%"
"01/14/2019","126.402","126.569","126.982","126.289","-0.13%"
"01/13/2019","126.569","126.569","126.569","126.569","-0.03%"
"01/11/2019","126.612","125.729","126.672","125.729","0.89%"
"01/10/2019","125.495","126.964","127.103","125.481","-1.11%"
"01/09/2019","126.903","126.795","126.963","126.288","0.11%"
"01/08/2019","126.769","126.707","127.005","126.614","0.11%"
"01/07/2019","126.635","128.824","129.549","126.602","-1.70%"
"01/06/2019","128.823","128.824","128.824","128.777","-0.03%"
"01/04/2019","128.858","129.962","130.169","128.751","-0.92%"
"01/03/2019","130.057","129.270","130.119","129.055","0.68%"
"01/02/2019","129.177","128.267","129.272","128.216","0.71%"
"01/01/2019","128.267","128.267","128.267","128.267","-0.19%"
