date,tenor,yield_to_maturity,instrument
1999-10-27,,0.0703 ,US AAA rated Bond
1999-10-28,,0.0696 ,US AAA rated Bond
1999-10-29,,0.0687 ,US AAA rated Bond
1999-10-31,,0.0685 ,US AAA rated Bond
1999-11-01,,0.0689 ,US AAA rated Bond
1999-11-02,,0.0686 ,US AAA rated Bond
1999-11-03,,0.0684 ,US AAA rated Bond
1999-11-04,,0.0680 ,US AAA rated Bond
1999-11-05,,0.0676 ,US AAA rated Bond
1999-11-08,,0.0677 ,US AAA rated Bond
1999-11-09,,0.0679 ,US AAA rated Bond
1999-11-10,,0.0682 ,US AAA rated Bond
1999-11-11,,0.0682 ,US AAA rated Bond
1999-11-12,,0.0676 ,US AAA rated Bond
1999-11-15,,0.0675 ,US AAA rated Bond
1999-11-16,,0.0678 ,US AAA rated Bond
1999-11-17,,0.0686 ,US AAA rated Bond
1999-11-18,,0.0689 ,US AAA rated Bond
1999-11-19,,0.0689 ,US AAA rated Bond
1999-11-22,,0.0691 ,US AAA rated Bond
1999-11-23,,0.0691 ,US AAA rated Bond
1999-11-24,,0.0692 ,US AAA rated Bond
1999-11-25,,0.0692 ,US AAA rated Bond
1999-11-26,,0.0694 ,US AAA rated Bond
1999-11-29,,0.0700 ,US AAA rated Bond
1999-11-30,,0.0697 ,US AAA rated Bond
1999-12-01,,0.0700 ,US AAA rated Bond
1999-12-02,,0.0702 ,US AAA rated Bond
1999-12-03,,0.0696 ,US AAA rated Bond
1999-12-06,,0.0694 ,US AAA rated Bond
1999-12-07,,0.0690 ,US AAA rated Bond
1999-12-08,,0.0691 ,US AAA rated Bond
1999-12-09,,0.0690 ,US AAA rated Bond
1999-12-10,,0.0685 ,US AAA rated Bond
1999-12-13,,0.0688 ,US AAA rated Bond
1999-12-14,,0.0700 ,US AAA rated Bond
1999-12-15,,0.0703 ,US AAA rated Bond
1999-12-16,,0.0708 ,US AAA rated Bond
1999-12-17,,0.0709 ,US AAA rated Bond
1999-12-20,,0.0714 ,US AAA rated Bond
1999-12-21,,0.0715 ,US AAA rated Bond
1999-12-22,,0.0717 ,US AAA rated Bond
1999-12-23,,0.0718 ,US AAA rated Bond
1999-12-24,,0.0718 ,US AAA rated Bond
1999-12-27,,0.0716 ,US AAA rated Bond
1999-12-28,,0.0718 ,US AAA rated Bond
1999-12-29,,0.0715 ,US AAA rated Bond
1999-12-30,,0.0713 ,US AAA rated Bond
1999-12-31,,0.0729 ,US AAA rated Bond
2000-01-03,,0.0741 ,US AAA rated Bond
2000-01-04,,0.0734 ,US AAA rated Bond
2000-01-05,,0.0742 ,US AAA rated Bond
2000-01-06,,0.0737 ,US AAA rated Bond
2000-01-07,,0.0735 ,US AAA rated Bond
2000-01-10,,0.0739 ,US AAA rated Bond
2000-01-11,,0.0747 ,US AAA rated Bond
2000-01-12,,0.0749 ,US AAA rated Bond
2000-01-13,,0.0742 ,US AAA rated Bond
2000-01-14,,0.0747 ,US AAA rated Bond
2000-01-17,,0.0748 ,US AAA rated Bond
2000-01-18,,0.0752 ,US AAA rated Bond
2000-01-19,,0.0749 ,US AAA rated Bond
2000-01-20,,0.0752 ,US AAA rated Bond
2000-01-21,,0.0750 ,US AAA rated Bond
2000-01-24,,0.0742 ,US AAA rated Bond
2000-01-25,,0.0743 ,US AAA rated Bond
2000-01-26,,0.0742 ,US AAA rated Bond
2000-01-27,,0.0741 ,US AAA rated Bond
2000-01-28,,0.0741 ,US AAA rated Bond
2000-01-31,,0.0749 ,US AAA rated Bond
2000-02-01,,0.0745 ,US AAA rated Bond
2000-02-02,,0.0741 ,US AAA rated Bond
2000-02-03,,0.0730 ,US AAA rated Bond
2000-02-04,,0.0736 ,US AAA rated Bond
2000-02-07,,0.0746 ,US AAA rated Bond
2000-02-08,,0.0740 ,US AAA rated Bond
2000-02-09,,0.0745 ,US AAA rated Bond
2000-02-10,,0.0751 ,US AAA rated Bond
2000-02-11,,0.0747 ,US AAA rated Bond
2000-02-14,,0.0741 ,US AAA rated Bond
2000-02-15,,0.0743 ,US AAA rated Bond
2000-02-16,,0.0743 ,US AAA rated Bond
2000-02-17,,0.0745 ,US AAA rated Bond
2000-02-18,,0.0738 ,US AAA rated Bond
2000-02-21,,0.0738 ,US AAA rated Bond
2000-02-22,,0.0728 ,US AAA rated Bond
2000-02-23,,0.0736 ,US AAA rated Bond
2000-02-24,,0.0729 ,US AAA rated Bond
2000-02-25,,0.0728 ,US AAA rated Bond
2000-02-28,,0.0740 ,US AAA rated Bond
2000-02-29,,0.0739 ,US AAA rated Bond
2000-03-01,,0.0737 ,US AAA rated Bond
2000-03-02,,0.0739 ,US AAA rated Bond
2000-03-03,,0.0736 ,US AAA rated Bond
2000-03-06,,0.0740 ,US AAA rated Bond
2000-03-07,,0.0737 ,US AAA rated Bond
2000-03-08,,0.0737 ,US AAA rated Bond
2000-03-09,,0.0735 ,US AAA rated Bond
2000-03-10,,0.0739 ,US AAA rated Bond
2000-03-13,,0.0739 ,US AAA rated Bond
2000-03-14,,0.0733 ,US AAA rated Bond
2000-03-15,,0.0731 ,US AAA rated Bond
2000-03-16,,0.0728 ,US AAA rated Bond
2000-03-17,,0.0726 ,US AAA rated Bond
2000-03-20,,0.0726 ,US AAA rated Bond
2000-03-21,,0.0724 ,US AAA rated Bond
2000-03-22,,0.0723 ,US AAA rated Bond
2000-03-23,,0.0719 ,US AAA rated Bond
2000-03-24,,0.0731 ,US AAA rated Bond
2000-03-27,,0.0732 ,US AAA rated Bond
2000-03-28,,0.0730 ,US AAA rated Bond
2000-03-29,,0.0729 ,US AAA rated Bond
2000-03-30,,0.0724 ,US AAA rated Bond
2000-03-31,,0.0724 ,US AAA rated Bond
2000-04-03,,0.0720 ,US AAA rated Bond
2000-04-04,,0.0706 ,US AAA rated Bond
2000-04-05,,0.0711 ,US AAA rated Bond
2000-04-06,,0.0713 ,US AAA rated Bond
2000-04-07,,0.0709 ,US AAA rated Bond
2000-04-10,,0.0705 ,US AAA rated Bond
2000-04-11,,0.0710 ,US AAA rated Bond
2000-04-12,,0.0717 ,US AAA rated Bond
2000-04-13,,0.0715 ,US AAA rated Bond
2000-04-14,,0.0712 ,US AAA rated Bond
2000-04-17,,0.0717 ,US AAA rated Bond
2000-04-18,,0.0719 ,US AAA rated Bond
2000-04-19,,0.0715 ,US AAA rated Bond
2000-04-20,,0.0716 ,US AAA rated Bond
2000-04-24,,0.0715 ,US AAA rated Bond
2000-04-25,,0.0727 ,US AAA rated Bond
2000-04-26,,0.0728 ,US AAA rated Bond
2000-04-27,,0.0739 ,US AAA rated Bond
2000-04-28,,0.0746 ,US AAA rated Bond
2000-04-30,,0.0747 ,US AAA rated Bond
2000-05-01,,0.0749 ,US AAA rated Bond
2000-05-02,,0.0753 ,US AAA rated Bond
2000-05-03,,0.0758 ,US AAA rated Bond
2000-05-04,,0.0762 ,US AAA rated Bond
2000-05-05,,0.0767 ,US AAA rated Bond
2000-05-08,,0.0771 ,US AAA rated Bond
2000-05-09,,0.0768 ,US AAA rated Bond
2000-05-10,,0.0763 ,US AAA rated Bond
2000-05-11,,0.0762 ,US AAA rated Bond
2000-05-12,,0.0770 ,US AAA rated Bond
2000-05-15,,0.0768 ,US AAA rated Bond
2000-05-16,,0.0767 ,US AAA rated Bond
2000-05-17,,0.0771 ,US AAA rated Bond
2000-05-18,,0.0776 ,US AAA rated Bond
2000-05-19,,0.0771 ,US AAA rated Bond
2000-05-22,,0.0765 ,US AAA rated Bond
2000-05-23,,0.0767 ,US AAA rated Bond
2000-05-24,,0.0768 ,US AAA rated Bond
2000-05-25,,0.0762 ,US AAA rated Bond
2000-05-26,,0.0757 ,US AAA rated Bond
2000-05-29,,0.0757 ,US AAA rated Bond
2000-05-30,,0.0762 ,US AAA rated Bond
2000-05-31,,0.0757 ,US AAA rated Bond
2000-06-01,,0.0748 ,US AAA rated Bond
2000-06-02,,0.0743 ,US AAA rated Bond
2000-06-05,,0.0736 ,US AAA rated Bond
2000-06-06,,0.0738 ,US AAA rated Bond
2000-06-07,,0.0737 ,US AAA rated Bond
2000-06-08,,0.0737 ,US AAA rated Bond
2000-06-09,,0.0739 ,US AAA rated Bond
2000-06-12,,0.0736 ,US AAA rated Bond
2000-06-13,,0.0736 ,US AAA rated Bond
2000-06-14,,0.0731 ,US AAA rated Bond
2000-06-15,,0.0732 ,US AAA rated Bond
2000-06-16,,0.0725 ,US AAA rated Bond
2000-06-19,,0.0727 ,US AAA rated Bond
2000-06-20,,0.0730 ,US AAA rated Bond
2000-06-21,,0.0737 ,US AAA rated Bond
2000-06-22,,0.0737 ,US AAA rated Bond
2000-06-23,,0.0742 ,US AAA rated Bond
2000-06-26,,0.0736 ,US AAA rated Bond
2000-06-27,,0.0734 ,US AAA rated Bond
2000-06-28,,0.0735 ,US AAA rated Bond
2000-06-29,,0.0727 ,US AAA rated Bond
2000-06-30,,0.0731 ,US AAA rated Bond
2000-07-03,,0.0727 ,US AAA rated Bond
2000-07-04,,0.0727 ,US AAA rated Bond
2000-07-05,,0.0726 ,US AAA rated Bond
2000-07-06,,0.0731 ,US AAA rated Bond
2000-07-07,,0.0726 ,US AAA rated Bond
2000-07-10,,0.0728 ,US AAA rated Bond
2000-07-11,,0.0729 ,US AAA rated Bond
2000-07-12,,0.0732 ,US AAA rated Bond
2000-07-13,,0.0725 ,US AAA rated Bond
2000-07-14,,0.0734 ,US AAA rated Bond
2000-07-17,,0.0740 ,US AAA rated Bond
2000-07-18,,0.0738 ,US AAA rated Bond
2000-07-19,,0.0738 ,US AAA rated Bond
2000-07-20,,0.0725 ,US AAA rated Bond
2000-07-21,,0.0724 ,US AAA rated Bond
2000-07-24,,0.0727 ,US AAA rated Bond
2000-07-25,,0.0726 ,US AAA rated Bond
2000-07-26,,0.0726 ,US AAA rated Bond
2000-07-27,,0.0721 ,US AAA rated Bond
2000-07-28,,0.0723 ,US AAA rated Bond
2000-07-31,,0.0722 ,US AAA rated Bond
2000-08-01,,0.0718 ,US AAA rated Bond
2000-08-02,,0.0717 ,US AAA rated Bond
2000-08-03,,0.0714 ,US AAA rated Bond
2000-08-04,,0.0709 ,US AAA rated Bond
2000-08-07,,0.0713 ,US AAA rated Bond
2000-08-08,,0.0710 ,US AAA rated Bond
2000-08-09,,0.0710 ,US AAA rated Bond
2000-08-10,,0.0706 ,US AAA rated Bond
2000-08-11,,0.0712 ,US AAA rated Bond
2000-08-14,,0.0709 ,US AAA rated Bond
2000-08-15,,0.0711 ,US AAA rated Bond
2000-08-16,,0.0713 ,US AAA rated Bond
2000-08-17,,0.0713 ,US AAA rated Bond
2000-08-18,,0.0709 ,US AAA rated Bond
2000-08-21,,0.0710 ,US AAA rated Bond
2000-08-22,,0.0709 ,US AAA rated Bond
2000-08-23,,0.0705 ,US AAA rated Bond
2000-08-24,,0.0703 ,US AAA rated Bond
2000-08-25,,0.0703 ,US AAA rated Bond
2000-08-28,,0.0708 ,US AAA rated Bond
2000-08-29,,0.0711 ,US AAA rated Bond
2000-08-30,,0.0710 ,US AAA rated Bond
2000-08-31,,0.0705 ,US AAA rated Bond
2000-09-01,,0.0699 ,US AAA rated Bond
2000-09-04,,0.0699 ,US AAA rated Bond
2000-09-05,,0.0699 ,US AAA rated Bond
2000-09-06,,0.0702 ,US AAA rated Bond
2000-09-07,,0.0704 ,US AAA rated Bond
2000-09-08,,0.0702 ,US AAA rated Bond
2000-09-11,,0.0704 ,US AAA rated Bond
2000-09-12,,0.0705 ,US AAA rated Bond
2000-09-13,,0.0701 ,US AAA rated Bond
2000-09-14,,0.0704 ,US AAA rated Bond
2000-09-15,,0.0704 ,US AAA rated Bond
2000-09-18,,0.0704 ,US AAA rated Bond
2000-09-19,,0.0704 ,US AAA rated Bond
2000-09-20,,0.0707 ,US AAA rated Bond
2000-09-21,,0.0706 ,US AAA rated Bond
2000-09-22,,0.0703 ,US AAA rated Bond
2000-09-25,,0.0703 ,US AAA rated Bond
2000-09-26,,0.0701 ,US AAA rated Bond
2000-09-27,,0.0701 ,US AAA rated Bond
2000-09-28,,0.0701 ,US AAA rated Bond
2000-09-29,,0.0698 ,US AAA rated Bond
2000-09-30,,0.0697 ,US AAA rated Bond
2000-10-02,,0.0698 ,US AAA rated Bond
2000-10-03,,0.0701 ,US AAA rated Bond
2000-10-04,,0.0703 ,US AAA rated Bond
2000-10-05,,0.0701 ,US AAA rated Bond
2000-10-06,,0.0699 ,US AAA rated Bond
2000-10-09,,0.0699 ,US AAA rated Bond
2000-10-10,,0.0697 ,US AAA rated Bond
2000-10-11,,0.0695 ,US AAA rated Bond
2000-10-12,,0.0688 ,US AAA rated Bond
2000-10-13,,0.0688 ,US AAA rated Bond
2000-10-16,,0.0694 ,US AAA rated Bond
2000-10-17,,0.0687 ,US AAA rated Bond
2000-10-18,,0.0689 ,US AAA rated Bond
2000-10-19,,0.0688 ,US AAA rated Bond
2000-10-20,,0.0686 ,US AAA rated Bond
2000-10-23,,0.0683 ,US AAA rated Bond
2000-10-24,,0.0686 ,US AAA rated Bond
2000-10-25,,0.0691 ,US AAA rated Bond
2000-10-26,,0.0691 ,US AAA rated Bond
2000-10-27,,0.0694 ,US AAA rated Bond
2000-10-30,,0.0696 ,US AAA rated Bond
2000-10-31,,0.0698 ,US AAA rated Bond
2000-11-01,,0.0695 ,US AAA rated Bond
2000-11-02,,0.0694 ,US AAA rated Bond
2000-11-03,,0.0701 ,US AAA rated Bond
2000-11-06,,0.0705 ,US AAA rated Bond
2000-11-07,,0.0705 ,US AAA rated Bond
2000-11-08,,0.0705 ,US AAA rated Bond
2000-11-09,,0.0700 ,US AAA rated Bond
2000-11-10,,0.0699 ,US AAA rated Bond
2000-11-13,,0.0698 ,US AAA rated Bond
2000-11-14,,0.0698 ,US AAA rated Bond
2000-11-15,,0.0696 ,US AAA rated Bond
2000-11-16,,0.0693 ,US AAA rated Bond
2000-11-17,,0.0695 ,US AAA rated Bond
2000-11-20,,0.0692 ,US AAA rated Bond
2000-11-21,,0.0692 ,US AAA rated Bond
2000-11-22,,0.0688 ,US AAA rated Bond
2000-11-23,,0.0688 ,US AAA rated Bond
2000-11-24,,0.0691 ,US AAA rated Bond
2000-11-27,,0.0691 ,US AAA rated Bond
2000-11-28,,0.0686 ,US AAA rated Bond
2000-11-29,,0.0682 ,US AAA rated Bond
2000-11-30,,0.0674 ,US AAA rated Bond
2000-12-01,,0.0679 ,US AAA rated Bond
2000-12-04,,0.0678 ,US AAA rated Bond
2000-12-05,,0.0671 ,US AAA rated Bond
2000-12-06,,0.0662 ,US AAA rated Bond
2000-12-07,,0.0663 ,US AAA rated Bond
2000-12-08,,0.0665 ,US AAA rated Bond
2000-12-11,,0.0666 ,US AAA rated Bond
2000-12-12,,0.0665 ,US AAA rated Bond
2000-12-13,,0.0652 ,US AAA rated Bond
2000-12-14,,0.0646 ,US AAA rated Bond
2000-12-15,,0.0642 ,US AAA rated Bond
2000-12-18,,0.0640 ,US AAA rated Bond
2000-12-19,,0.0642 ,US AAA rated Bond
2000-12-20,,0.0632 ,US AAA rated Bond
2000-12-21,,0.0626 ,US AAA rated Bond
2000-12-22,,0.0624 ,US AAA rated Bond
2000-12-26,,0.0625 ,US AAA rated Bond
2000-12-27,,0.0630 ,US AAA rated Bond
2000-12-28,,0.0633 ,US AAA rated Bond
2000-12-29,,0.0630 ,US AAA rated Bond
2000-12-31,,0.0630 ,US AAA rated Bond
2001-01-02,,0.0610 ,US AAA rated Bond
2001-01-03,,0.0623 ,US AAA rated Bond
2001-01-04,,0.0610 ,US AAA rated Bond
2001-01-05,,0.0598 ,US AAA rated Bond
2001-01-08,,0.0593 ,US AAA rated Bond
2001-01-09,,0.0599 ,US AAA rated Bond
2001-01-10,,0.0608 ,US AAA rated Bond
2001-01-11,,0.0611 ,US AAA rated Bond
2001-01-12,,0.0623 ,US AAA rated Bond
2001-01-15,,0.0623 ,US AAA rated Bond
2001-01-16,,0.0622 ,US AAA rated Bond
2001-01-17,,0.0616 ,US AAA rated Bond
2001-01-18,,0.0607 ,US AAA rated Bond
2001-01-19,,0.0613 ,US AAA rated Bond
2001-01-22,,0.0617 ,US AAA rated Bond
2001-01-23,,0.0618 ,US AAA rated Bond
2001-01-24,,0.0624 ,US AAA rated Bond
2001-01-25,,0.0619 ,US AAA rated Bond
2001-01-26,,0.0619 ,US AAA rated Bond
2001-01-29,,0.0619 ,US AAA rated Bond
2001-01-30,,0.0609 ,US AAA rated Bond
2001-01-31,,0.0599 ,US AAA rated Bond
2001-02-01,,0.0593 ,US AAA rated Bond
2001-02-02,,0.0602 ,US AAA rated Bond
2001-02-05,,0.0602 ,US AAA rated Bond
2001-02-06,,0.0606 ,US AAA rated Bond
2001-02-07,,0.0604 ,US AAA rated Bond
2001-02-08,,0.0606 ,US AAA rated Bond
2001-02-09,,0.0599 ,US AAA rated Bond
2001-02-12,,0.0601 ,US AAA rated Bond
2001-02-13,,0.0604 ,US AAA rated Bond
2001-02-14,,0.0609 ,US AAA rated Bond
2001-02-15,,0.0615 ,US AAA rated Bond
2001-02-16,,0.0605 ,US AAA rated Bond
2001-02-19,,0.0605 ,US AAA rated Bond
2001-02-20,,0.0605 ,US AAA rated Bond
2001-02-21,,0.0607 ,US AAA rated Bond
2001-02-22,,0.0604 ,US AAA rated Bond
2001-02-23,,0.0596 ,US AAA rated Bond
2001-02-26,,0.0592 ,US AAA rated Bond
2001-02-27,,0.0587 ,US AAA rated Bond
2001-02-28,,0.0582 ,US AAA rated Bond
2001-03-01,,0.0578 ,US AAA rated Bond
2001-03-02,,0.0586 ,US AAA rated Bond
2001-03-05,,0.0587 ,US AAA rated Bond
2001-03-06,,0.0587 ,US AAA rated Bond
2001-03-07,,0.0581 ,US AAA rated Bond
2001-03-08,,0.0579 ,US AAA rated Bond
2001-03-09,,0.0583 ,US AAA rated Bond
2001-03-12,,0.0582 ,US AAA rated Bond
2001-03-13,,0.0583 ,US AAA rated Bond
2001-03-14,,0.0573 ,US AAA rated Bond
2001-03-15,,0.0567 ,US AAA rated Bond
2001-03-16,,0.0565 ,US AAA rated Bond
2001-03-19,,0.0571 ,US AAA rated Bond
2001-03-20,,0.0565 ,US AAA rated Bond
2001-03-21,,0.0562 ,US AAA rated Bond
2001-03-22,,0.0556 ,US AAA rated Bond
2001-03-23,,0.0563 ,US AAA rated Bond
2001-03-26,,0.0567 ,US AAA rated Bond
2001-03-27,,0.0579 ,US AAA rated Bond
2001-03-28,,0.0577 ,US AAA rated Bond
2001-03-29,,0.0575 ,US AAA rated Bond
2001-03-30,,0.0570 ,US AAA rated Bond
2001-03-31,,0.0574 ,US AAA rated Bond
2001-04-02,,0.0576 ,US AAA rated Bond
2001-04-03,,0.0572 ,US AAA rated Bond
2001-04-04,,0.0569 ,US AAA rated Bond
2001-04-05,,0.0574 ,US AAA rated Bond
2001-04-06,,0.0564 ,US AAA rated Bond
2001-04-09,,0.0566 ,US AAA rated Bond
2001-04-10,,0.0580 ,US AAA rated Bond
2001-04-11,,0.0584 ,US AAA rated Bond
2001-04-12,,0.0589 ,US AAA rated Bond
2001-04-16,,0.0600 ,US AAA rated Bond
2001-04-17,,0.0592 ,US AAA rated Bond
2001-04-18,,0.0581 ,US AAA rated Bond
2001-04-19,,0.0589 ,US AAA rated Bond
2001-04-20,,0.0588 ,US AAA rated Bond
2001-04-23,,0.0580 ,US AAA rated Bond
2001-04-24,,0.0581 ,US AAA rated Bond
2001-04-25,,0.0582 ,US AAA rated Bond
2001-04-26,,0.0576 ,US AAA rated Bond
2001-04-27,,0.0587 ,US AAA rated Bond
2001-04-30,,0.0588 ,US AAA rated Bond
2001-05-01,,0.0583 ,US AAA rated Bond
2001-05-02,,0.0584 ,US AAA rated Bond
2001-05-03,,0.0577 ,US AAA rated Bond
2001-05-04,,0.0573 ,US AAA rated Bond
2001-05-07,,0.0573 ,US AAA rated Bond
2001-05-08,,0.0572 ,US AAA rated Bond
2001-05-09,,0.0568 ,US AAA rated Bond
2001-05-10,,0.0577 ,US AAA rated Bond
2001-05-11,,0.0596 ,US AAA rated Bond
2001-05-14,,0.0590 ,US AAA rated Bond
2001-05-15,,0.0591 ,US AAA rated Bond
2001-05-16,,0.0588 ,US AAA rated Bond
2001-05-17,,0.0589 ,US AAA rated Bond
2001-05-18,,0.0589 ,US AAA rated Bond
2001-05-21,,0.0589 ,US AAA rated Bond
2001-05-22,,0.0588 ,US AAA rated Bond
2001-05-23,,0.0586 ,US AAA rated Bond
2001-05-24,,0.0593 ,US AAA rated Bond
2001-05-25,,0.0592 ,US AAA rated Bond
2001-05-28,,0.0591 ,US AAA rated Bond
2001-05-29,,0.0593 ,US AAA rated Bond
2001-05-30,,0.0593 ,US AAA rated Bond
2001-05-31,,0.0581 ,US AAA rated Bond
2001-06-01,,0.0580 ,US AAA rated Bond
2001-06-04,,0.0578 ,US AAA rated Bond
2001-06-05,,0.0571 ,US AAA rated Bond
2001-06-06,,0.0570 ,US AAA rated Bond
2001-06-07,,0.0572 ,US AAA rated Bond
2001-06-08,,0.0577 ,US AAA rated Bond
2001-06-11,,0.0572 ,US AAA rated Bond
2001-06-12,,0.0567 ,US AAA rated Bond
2001-06-13,,0.0566 ,US AAA rated Bond
2001-06-14,,0.0561 ,US AAA rated Bond
2001-06-15,,0.0562 ,US AAA rated Bond
2001-06-18,,0.0561 ,US AAA rated Bond
2001-06-19,,0.0563 ,US AAA rated Bond
2001-06-20,,0.0561 ,US AAA rated Bond
2001-06-21,,0.0560 ,US AAA rated Bond
2001-06-22,,0.0554 ,US AAA rated Bond
2001-06-25,,0.0556 ,US AAA rated Bond
2001-06-26,,0.0562 ,US AAA rated Bond
2001-06-27,,0.0567 ,US AAA rated Bond
2001-06-28,,0.0577 ,US AAA rated Bond
2001-06-29,,0.0583 ,US AAA rated Bond
2001-06-30,,0.0585 ,US AAA rated Bond
2001-07-02,,0.0580 ,US AAA rated Bond
2001-07-03,,0.0582 ,US AAA rated Bond
2001-07-04,,0.0582 ,US AAA rated Bond
2001-07-05,,0.0586 ,US AAA rated Bond
2001-07-06,,0.0579 ,US AAA rated Bond
2001-07-09,,0.0577 ,US AAA rated Bond
2001-07-10,,0.0572 ,US AAA rated Bond
2001-07-11,,0.0572 ,US AAA rated Bond
2001-07-12,,0.0570 ,US AAA rated Bond
2001-07-13,,0.0571 ,US AAA rated Bond
2001-07-16,,0.0567 ,US AAA rated Bond
2001-07-17,,0.0567 ,US AAA rated Bond
2001-07-18,,0.0557 ,US AAA rated Bond
2001-07-19,,0.0558 ,US AAA rated Bond
2001-07-20,,0.0558 ,US AAA rated Bond
2001-07-23,,0.0553 ,US AAA rated Bond
2001-07-24,,0.0552 ,US AAA rated Bond
2001-07-25,,0.0557 ,US AAA rated Bond
2001-07-26,,0.0554 ,US AAA rated Bond
2001-07-27,,0.0549 ,US AAA rated Bond
2001-07-30,,0.0546 ,US AAA rated Bond
2001-07-31,,0.0541 ,US AAA rated Bond
2001-08-01,,0.0544 ,US AAA rated Bond
2001-08-02,,0.0549 ,US AAA rated Bond
2001-08-03,,0.0551 ,US AAA rated Bond
2001-08-06,,0.0549 ,US AAA rated Bond
2001-08-07,,0.0550 ,US AAA rated Bond
2001-08-08,,0.0539 ,US AAA rated Bond
2001-08-09,,0.0541 ,US AAA rated Bond
2001-08-10,,0.0538 ,US AAA rated Bond
2001-08-13,,0.0534 ,US AAA rated Bond
2001-08-14,,0.0537 ,US AAA rated Bond
2001-08-15,,0.0541 ,US AAA rated Bond
2001-08-16,,0.0536 ,US AAA rated Bond
2001-08-17,,0.0528 ,US AAA rated Bond
2001-08-20,,0.0534 ,US AAA rated Bond
2001-08-21,,0.0532 ,US AAA rated Bond
2001-08-22,,0.0534 ,US AAA rated Bond
2001-08-23,,0.0531 ,US AAA rated Bond
2001-08-24,,0.0534 ,US AAA rated Bond
2001-08-27,,0.0535 ,US AAA rated Bond
2001-08-28,,0.0527 ,US AAA rated Bond
2001-08-29,,0.0523 ,US AAA rated Bond
2001-08-30,,0.0519 ,US AAA rated Bond
2001-08-31,,0.0525 ,US AAA rated Bond
2001-09-03,,0.0525 ,US AAA rated Bond
2001-09-04,,0.0538 ,US AAA rated Bond
2001-09-05,,0.0536 ,US AAA rated Bond
2001-09-06,,0.0525 ,US AAA rated Bond
2001-09-07,,0.0516 ,US AAA rated Bond
2001-09-10,,0.0518 ,US AAA rated Bond
2001-09-14,,0.0496 ,US AAA rated Bond
2001-09-17,,0.0503 ,US AAA rated Bond
2001-09-18,,0.0516 ,US AAA rated Bond
2001-09-19,,0.0498 ,US AAA rated Bond
2001-09-20,,0.0498 ,US AAA rated Bond
2001-09-21,,0.0496 ,US AAA rated Bond
2001-09-24,,0.0499 ,US AAA rated Bond
2001-09-25,,0.0496 ,US AAA rated Bond
2001-09-26,,0.0488 ,US AAA rated Bond
2001-09-27,,0.0485 ,US AAA rated Bond
2001-09-28,,0.0485 ,US AAA rated Bond
2001-09-30,,0.0490 ,US AAA rated Bond
2001-10-01,,0.0488 ,US AAA rated Bond
2001-10-02,,0.0483 ,US AAA rated Bond
2001-10-03,,0.0483 ,US AAA rated Bond
2001-10-04,,0.0483 ,US AAA rated Bond
2001-10-05,,0.0479 ,US AAA rated Bond
2001-10-08,,0.0478 ,US AAA rated Bond
2001-10-09,,0.0484 ,US AAA rated Bond
2001-10-10,,0.0485 ,US AAA rated Bond
2001-10-11,,0.0492 ,US AAA rated Bond
2001-10-12,,0.0489 ,US AAA rated Bond
2001-10-15,,0.0485 ,US AAA rated Bond
2001-10-16,,0.0483 ,US AAA rated Bond
2001-10-17,,0.0483 ,US AAA rated Bond
2001-10-18,,0.0481 ,US AAA rated Bond
2001-10-19,,0.0485 ,US AAA rated Bond
2001-10-22,,0.0485 ,US AAA rated Bond
2001-10-23,,0.0485 ,US AAA rated Bond
2001-10-24,,0.0480 ,US AAA rated Bond
2001-10-25,,0.0471 ,US AAA rated Bond
2001-10-26,,0.0470 ,US AAA rated Bond
2001-10-29,,0.0465 ,US AAA rated Bond
2001-10-30,,0.0457 ,US AAA rated Bond
2001-10-31,,0.0452 ,US AAA rated Bond
2001-11-01,,0.0452 ,US AAA rated Bond
2001-11-02,,0.0460 ,US AAA rated Bond
2001-11-05,,0.0455 ,US AAA rated Bond
2001-11-06,,0.0450 ,US AAA rated Bond
2001-11-07,,0.0444 ,US AAA rated Bond
2001-11-08,,0.0452 ,US AAA rated Bond
2001-11-09,,0.0455 ,US AAA rated Bond
2001-11-12,,0.0454 ,US AAA rated Bond
2001-11-13,,0.0460 ,US AAA rated Bond
2001-11-14,,0.0473 ,US AAA rated Bond
2001-11-15,,0.0494 ,US AAA rated Bond
2001-11-16,,0.0506 ,US AAA rated Bond
2001-11-19,,0.0492 ,US AAA rated Bond
2001-11-20,,0.0499 ,US AAA rated Bond
2001-11-21,,0.0508 ,US AAA rated Bond
2001-11-22,,0.0508 ,US AAA rated Bond
2001-11-23,,0.0514 ,US AAA rated Bond
2001-11-26,,0.0515 ,US AAA rated Bond
2001-11-27,,0.0506 ,US AAA rated Bond
2001-11-28,,0.0500 ,US AAA rated Bond
2001-11-29,,0.0480 ,US AAA rated Bond
2001-11-30,,0.0480 ,US AAA rated Bond
2001-12-03,,0.0477 ,US AAA rated Bond
2001-12-04,,0.0473 ,US AAA rated Bond
2001-12-05,,0.0497 ,US AAA rated Bond
2001-12-06,,0.0505 ,US AAA rated Bond
2001-12-07,,0.0513 ,US AAA rated Bond
2001-12-10,,0.0507 ,US AAA rated Bond
2001-12-11,,0.0500 ,US AAA rated Bond
2001-12-12,,0.0494 ,US AAA rated Bond
2001-12-13,,0.0512 ,US AAA rated Bond
2001-12-14,,0.0517 ,US AAA rated Bond
2001-12-17,,0.0520 ,US AAA rated Bond
